assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
0.15,0.81,75.4,0.7,50.0%,0.41,65.4%,0.67,0.54,1,23,Sweden,18871,Snickee,0.72,26,0.00,0.08,21,14
0.11,0.73,70.6,3.6,46.4%,1.12,71.6%,0.95,0.69,3,-,Brunei,17981,Mushee,1.03,81,0.07,0.11,59,56
0.11,0.7,70.2,2.4,33.1%,1.03,72.3%,0.95,0.67,6,-,China,11359,future,1.03,177,0.07,0.14,124,118
0.11,0.7,-,-,44.0%,-,-,1.11,0.78,4,-,Denmark,7715,ralleh,1.15,129,-,-,90,100
0.1,0.88,61.4,7.4,52.0%,0.70,64.3%,0.68,0.6,1,18,Russia,19576,Koval,0.73,42,0.19,0.19,37,25
0.06,0.82,60.6,1.0,31.0%,0.80,64.2%,0.76,0.63,3,-,Brazil,18022,suziii,0.76,67,0.04,0.07,55,42
0.11,0.76,61.7,2.4,55.0%,0.72,60.1%,0.7,0.53,11,30,India,12461,PwN,0.78,283,0.08,0.10,216,151
0.12,0.71,66.7,4.7,59.0%,0.82,63.2%,0.72,0.51,3,20,Sweden,20466,Akamy,0.86,76,0.04,0.07,54,39
0.15,0.73,73.8,3.0,39.3%,1.06,68.9%,0.94,0.68,6,25,Vietnam,19520,d1v,1.01,164,0.07,0.09,119,112
0.2,0.78,-,-,33.3%,-,-,1.11,0.87,2,-,Russia,9979,PuzlOK,1.12,45,-,-,35,39
0.24,0.62,94.1,2.3,17.6%,1.05,81.0%,1.31,0.81,1,-,China,12097,117,1.29,21,0.00,0.00,13,17
0.15,0.73,74.6,4.5,42.8%,1.04,68.7%,0.9,0.66,239,22,United Kingdom,12523,stan1ey,1.0,6239,0.10,0.12,4536,4096
0.11,0.68,70.8,2.8,30.4%,1.04,65.6%,0.89,0.61,5,-,Serbia,13072,hypn,0.98,151,0.08,0.08,103,92
0.13,0.69,71.1,3.5,42.6%,1.01,67.2%,0.94,0.65,807,23,Poland,8549,EXUS,0.94,21496,0.09,0.10,14934,13964
0.15,0.77,72.1,3.4,53.3%,0.99,66.3%,0.82,0.63,66,21,China,12934,Lieu,0.94,1651,0.10,0.13,1268,1037
0.15,0.68,79.6,4.0,46.8%,1.09,71.8%,1.05,0.71,492,27,Serbia,3732,DiMKE,1.04,12813,0.13,0.11,8667,9142
0.11,0.75,75.1,1.4,38.1%,1.04,68.6%,0.99,0.74,22,20,Portugal,13966,jay,1.02,583,0.13,0.12,435,431
0.02,0.85,-,-,34.8%,-,-,0.59,0.5,2,-,Russia,9972,Inmate,0.59,46,-,-,39,23
0.07,0.67,62.7,3.1,24.2%,0.84,61.8%,0.89,0.6,2,-,Algeria,13011,OsTeR,0.87,55,0.09,0.04,37,33
0.13,0.7,73.0,5.3,48.3%,0.96,67.8%,0.93,0.65,64,21,Czech Republic,11412,twist,0.99,1726,0.09,0.10,1202,1122
0.16,0.68,71.8,5.0,47.5%,0.94,68.6%,0.97,0.66,1764,29,Sweden,7148,friberg,0.97,45612,0.10,0.10,30955,30168
0.16,0.7,69.5,4.1,56.3%,0.94,68.6%,0.81,0.57,20,21,Ukraine,16147,cptkurtka023,0.95,544,0.11,0.11,382,311
0.14,0.82,84.9,1.0,63.4%,1.00,73.2%,0.89,0.73,4,28,United States,19302,SANSON,1.03,97,0.05,0.12,80,71
0.18,0.71,58.2,0.3,38.1%,0.92,58.1%,1.12,0.79,6,-,Finland,7431,fz,1.14,159,0.02,0.02,113,126
0.18,0.73,70.6,3.8,48.5%,0.91,66.9%,0.97,0.71,53,30,Bulgaria,1275,AFFICHKO,0.98,1319,0.07,0.10,962,937
0.09,0.61,-,-,27.3%,-,-,0.79,0.48,1,-,Korea,10149,MarCho,0.79,23,-,-,14,11
0.11,0.7,70.2,2.8,46.9%,0.95,68.0%,0.93,0.65,155,25,Uruguay,11502,DILLION1,0.97,4038,0.09,0.09,2835,2640
0.15,0.81,71.0,2.1,32.8%,0.73,61.5%,0.62,0.5,6,24,Albania,9398,ALKEE,0.65,134,0.09,0.09,108,67
0.11,0.7,59.6,2.4,47.5%,0.74,62.6%,0.83,0.59,25,23,Tunisia,9391,edge,0.84,576,0.09,0.11,406,337
0.18,0.75,60.5,0.4,5.9%,1.28,50.0%,0.81,0.61,1,-,United States,14103,Grafx,0.85,28,0.07,0.14,21,17
0.12,0.72,70.5,3.6,47.0%,0.92,65.1%,0.87,0.63,72,27,Canada,11804,majestic,0.93,1859,0.09,0.09,1346,1174
0.11,0.85,52.0,2.5,52.2%,0.55,53.2%,0.57,0.49,2,25,Kazakhstan,18097,DIRS,0.59,47,0.11,0.13,40,23
0.13,0.66,74.7,2.7,49.1%,0.96,70.4%,1.01,0.67,291,25,Spain,13093,DeathZz,1.04,7802,0.10,0.10,5174,5235
0.08,0.49,74.1,1.3,32.2%,1.03,81.1%,1.69,0.83,3,-,Morocco,9439,vespeR,1.26,71,0.09,0.11,35,59
0.21,0.83,72.3,6.6,61.5%,0.84,66.7%,0.65,0.54,1,-,Turkey,14538,nashvillen,0.88,24,0.04,0.29,20,13
0.11,0.84,72.3,3.3,54.8%,0.98,66.1%,0.76,0.65,11,21,United States,18475,Hashy,0.9,257,0.11,0.12,217,166
0.16,0.71,-,-,49.4%,-,-,0.84,0.6,31,-,United States,7596,ezpk,0.87,784,-,-,558,468
0.1,0.78,54.8,2.9,38.9%,0.59,48.8%,0.56,0.44,2,-,Taiwan,12410,KaiZ,0.61,41,0.10,0.07,32,18
0.2,0.95,54.8,0.3,44.4%,0.87,60.0%,0.47,0.45,1,20,United Kingdom,19881,Dinko,0.7,20,0.10,0.20,19,9
0.12,0.84,48.3,0.4,33.3%,0.53,56.0%,0.43,0.36,1,-,United States,15123,Mystery,0.58,25,0.08,0.04,21,9
0.15,0.74,80.7,3.4,44.4%,1.20,68.0%,1.04,0.77,20,18,Canada,20138,Koalanoob,1.09,506,0.15,0.14,374,390
0.1,0.66,74.2,2.6,36.9%,1.15,67.8%,1.07,0.71,189,28,Philippines,10771,DubsteP,1.08,4824,0.09,0.08,3195,3427
0.16,0.64,-,-,51.2%,-,-,1.14,0.73,14,-,France,7649,KLy,1.06,353,-,-,227,258
0.0,0.84,55.4,0.0,41.7%,0.72,63.2%,0.75,0.63,1,-,China,14133,Dayu,0.74,19,0.05,0.05,16,12
0.16,0.79,-,-,59.1%,-,-,0.75,0.59,3,-,Switzerland,8108,Mojo,0.76,75,-,-,59,44
0.14,0.76,76.2,2.6,50.5%,1.08,66.5%,0.9,0.68,135,27,France,8615,MAIDHEN,0.94,3446,0.10,0.11,2613,2353
0.03,0.97,-,-,53.3%,-,-,0.79,0.77,2,-,Spain,10319,cNtrL,0.81,39,-,-,38,30
0.09,0.72,72.2,2.1,44.3%,0.87,72.0%,0.93,0.67,5,21,United States,13252,Uniting,1.0,118,0.20,0.14,85,79
0.13,0.78,72.3,3.1,43.6%,0.98,63.0%,0.78,0.61,8,21,United States,17250,WITCHER,0.88,192,0.06,0.11,150,117
0.09,0.74,68.0,2.1,46.2%,0.92,63.5%,0.84,0.62,9,17,Poland,20549,REV,0.9,233,0.08,0.11,173,145
0.0,0.97,67.6,0.8,55.0%,0.76,42.9%,0.59,0.57,2,-,Brunei,17986,$h0cK3r,0.64,35,0.06,0.11,34,20
0.15,0.66,72.6,3.6,26.6%,0.92,67.2%,0.96,0.63,5,18,Sweden,20223,Ludwig,0.98,125,0.13,0.10,82,79
0.07,0.88,56.0,4.0,40.9%,0.42,56.1%,0.61,0.54,2,25,Georgia,17661,fresh,0.57,41,0.12,0.02,36,22
0.12,0.7,72.6,3.8,39.8%,1.09,65.7%,0.93,0.66,433,25,Germany,7508,alexRr,0.95,11346,0.07,0.09,7992,7438
0.14,0.69,-,-,50.0%,-,-,0.93,0.64,8,-,Serbia,1204,g0g1,0.94,193,-,-,134,124
0.09,0.69,55.4,1.2,46.9%,0.59,66.8%,0.71,0.49,8,25,Cambodia,18055,dps,0.77,196,0.06,0.13,136,96
0.11,0.71,64.4,2.9,56.8%,0.82,60.2%,0.85,0.6,5,16,Finland,20730,SEBU,0.86,123,0.08,0.05,87,74
0.11,0.83,-,-,52.2%,-,-,0.59,0.49,2,-,Serbia,8310,shakidu,0.61,47,-,-,39,23
0.14,0.79,81.8,3.4,44.6%,1.12,74.3%,0.82,0.65,16,-,China,10182,ANSiN,0.86,389,0.10,0.07,307,251
0.11,0.7,80.6,3.9,60.8%,1.18,69.9%,1.07,0.75,64,24,China,10426,Kymeister,1.07,1620,0.12,0.10,1140,1223
0.14,0.66,79.5,2.8,37.1%,1.13,68.8%,1.1,0.73,13,23,Cambodia,18057,Picaboo,1.1,336,0.10,0.08,222,245
0.14,0.71,76.0,5.7,52.6%,1.08,68.2%,0.94,0.67,199,18,Sweden,15569,Sapec,1.03,5303,0.08,0.09,3749,3535
0.16,0.95,-,-,60.0%,-,-,0.42,0.39,2,-,Denmark,1879,sacron,0.45,38,-,-,36,15
0.12,0.8,67.3,1.6,43.8%,1.06,62.5%,0.74,0.59,9,23,Japan,18123,yasu,0.87,216,0.09,0.15,173,128
0.03,1.0,38.9,0.0,60.0%,0.11,26.5%,0.29,0.29,2,20,Russia,19244,Chirik,0.22,34,0.00,0.06,34,10
0.14,0.68,74.3,2.4,43.8%,0.97,68.3%,0.96,0.65,122,23,Norway,9028,neto,0.95,3198,0.10,0.11,2181,2086
0.13,0.76,79.4,1.6,57.6%,1.05,67.1%,0.95,0.72,10,-,Germany,8012,brilliant,0.95,254,0.16,0.13,193,184
0.14,0.7,80.1,2.9,61.5%,1.19,71.5%,1.07,0.74,188,20,China,16551,Westmelon,1.13,4931,0.12,0.12,3443,3671
0.11,0.72,74.6,4.7,50.5%,1.13,65.5%,0.96,0.69,22,-,United Arab Emirates,12675,P3PS,1.03,586,0.12,0.10,420,404
0.16,0.72,86.6,2.7,42.6%,1.32,70.7%,1.07,0.77,73,29,India,7815,astaRR,1.08,1802,0.07,0.08,1293,1384
0.13,0.71,65.4,3.2,53.5%,0.76,66.9%,0.81,0.58,114,30,United States,9852,Kwong,0.83,3012,0.11,0.11,2152,1735
0.1,0.68,73.7,2.3,26.0%,1.08,69.4%,1.05,0.72,33,26,United States,10901,mummAy,1.06,837,0.12,0.10,572,600
0.12,0.75,-,-,55.9%,-,-,0.85,0.64,10,-,Sweden,8805,Griefmaster,0.86,228,-,-,171,145
0.14,0.71,66.5,3.2,47.5%,0.71,69.6%,0.8,0.56,15,21,Italy,20093,IZKreesh,0.88,388,0.14,0.13,274,219
0.1,0.75,64.1,2.5,45.7%,0.86,62.4%,0.8,0.59,15,28,Sweden,9548,Courty,0.83,353,0.11,0.10,263,210
0.18,0.78,54.8,0.9,47.2%,0.65,52.6%,0.59,0.46,3,23,Russia,16869,Redgar,0.64,78,0.15,0.09,61,36
0.13,0.7,70.5,3.4,39.7%,0.97,67.3%,0.91,0.63,502,33,France,1331,Xp3,0.92,13113,0.08,0.09,9118,8326
0.13,0.78,68.6,2.5,43.8%,0.89,62.6%,0.78,0.6,14,21,Singapore,16676,LEXY,0.86,374,0.07,0.07,290,226
0.11,0.6,82.9,3.0,31.9%,1.29,74.4%,1.35,0.82,161,26,Brazil,18835,saffee,1.26,4298,0.10,0.09,2598,3516
0.32,1.0,72.2,2.2,66.7%,0.63,52.6%,0.47,0.47,1,25,Finland,15889,W.,0.59,19,0.05,0.21,19,9
0.12,0.67,66.2,3.7,49.5%,0.84,68.6%,0.87,0.59,532,25,Denmark,10993,torben,0.93,13939,0.09,0.10,9372,8176
0.15,0.85,-,-,58.1%,-,-,0.81,0.68,4,-,Denmark,8899,GlenNy,0.87,91,-,-,77,62
0.18,0.74,88.2,3.1,58.5%,1.28,78.9%,1.16,0.86,3,-,Denmark,13842,IcyTheOne,1.23,76,0.17,0.12,56,65
0.12,0.77,61.6,2.7,56.1%,0.78,64.7%,0.66,0.51,13,24,Finland,9821,jr,0.71,324,0.15,0.11,248,164
0.14,0.71,81.7,3.5,44.9%,1.12,68.6%,1.03,0.74,92,27,Russia,11583,fed9,1.08,2361,0.10,0.10,1685,1741
0.13,0.64,70.9,3.6,46.3%,0.87,71.9%,1.05,0.67,57,29,United Arab Emirates,4125,t0ks,1.01,1512,0.12,0.08,965,1011
0.14,0.7,83.1,4.3,46.9%,1.10,72.3%,1.04,0.73,22,19,Brazil,20026,chay,1.11,585,0.12,0.12,411,429
0.04,0.91,64.3,0.0,26.7%,1.09,56.5%,0.71,0.65,1,-,United States,15845,Dustee,0.83,23,0.13,0.13,21,15
0.05,0.89,-,-,25.0%,-,-,0.24,0.21,1,-,Austria,8695,masta,0.26,19,-,-,17,4
0.13,0.74,81.5,2.5,54.5%,1.18,68.8%,1.01,0.75,172,21,Switzerland,12708,rigoN,1.09,4541,0.10,0.10,3377,3419
0.14,0.68,68.0,4.1,45.9%,0.85,68.9%,0.89,0.61,953,29,Canada,6451,FNS,0.89,25080,0.08,0.10,17081,15287
0.16,0.84,75.8,4.8,54.9%,1.00,65.0%,0.82,0.69,4,24,Sweden,14411,EMILZKK,0.9,103,0.12,0.10,87,71
0.09,0.68,63.1,3.1,38.6%,0.70,57.1%,0.92,0.62,12,35,Ecuador,9200,piKi,0.9,295,0.07,0.09,201,184
0.17,0.78,66.4,3.9,35.7%,0.72,66.7%,0.67,0.52,2,-,Sweden,13656,norrsken,0.82,54,0.26,0.24,42,28
0.14,0.67,76.6,3.6,39.9%,1.05,67.7%,1.03,0.69,65,-,Peru,12336,kevz,1.04,1596,0.09,0.06,1072,1103
0.12,0.85,83.6,4.3,32.3%,0.95,60.4%,0.76,0.65,2,29,Saudi Arabia,17066,Lyrixe,0.88,48,0.04,0.08,41,31
0.1,0.67,69.9,8.8,66.7%,0.74,66.7%,0.9,0.6,1,25,United States,16586,zastriker,0.94,30,0.10,0.10,20,18
0.12,0.75,70.3,1.5,52.8%,1.03,64.3%,0.86,0.64,2,18,Lithuania,16378,eLredas,0.93,56,0.07,0.05,42,36
0.05,0.95,37.9,3.2,33.3%,0.25,42.1%,0.33,0.32,1,-,Peru,19891,otherside,0.37,19,0.05,0.21,18,6
0.05,0.8,58.4,3.7,33.3%,0.95,55.0%,0.69,0.55,3,-,Finland,14568,WZGOD,0.76,60,0.02,0.10,48,33
0.2,0.83,81.7,4.3,45.0%,1.05,67.5%,0.81,0.67,10,26,Switzerland,17744,SaufS,0.97,252,0.08,0.14,209,169
0.06,0.76,62.7,1.0,43.5%,0.63,63.4%,0.74,0.56,4,-,Norway,11457,SaviouR,0.78,82,0.15,0.07,62,46
0.09,0.79,-,-,57.6%,-,-,0.89,0.7,2,-,Denmark,7477,jern,0.9,47,-,-,37,33
0.06,0.67,65.1,4.3,44.7%,0.72,73.1%,1.09,0.73,2,26,Sri Lanka,19380,Hotaa,0.98,52,0.15,0.10,35,38
0.0,0.9,78.9,0.5,86.7%,0.64,65.0%,0.83,0.75,1,21,South Africa,16287,dTm,0.85,20,0.25,0.05,18,15
0.09,0.77,58.5,3.4,62.5%,0.61,67.9%,0.59,0.45,2,-,China,14143,RedruM,0.78,53,0.11,0.09,41,24
0.12,0.76,77.5,3.4,57.4%,1.17,63.5%,0.97,0.73,7,19,Ukraine,20579,bilenko,1.02,211,0.10,0.05,160,155
0.15,0.72,70.9,3.8,49.7%,0.91,68.0%,0.87,0.62,53,26,India,12459,FalKen,0.95,1370,0.11,0.11,983,853
0.0,0.95,44.6,0.7,9.1%,0.45,57.9%,0.61,0.58,1,-,Mongolia,12622,iZnoGouD,0.55,19,0.26,0.05,18,11
0.12,0.57,-,-,35.7%,-,-,1.0,0.57,2,-,United States,9151,Buhhbye,0.9,49,-,-,28,28
0.15,0.67,74.7,3.8,43.3%,1.03,71.3%,1.01,0.68,436,27,United Kingdom,7296,Puls3,0.99,11572,0.12,0.11,7786,7860
0.16,0.68,78.1,3.5,45.8%,1.22,70.2%,1.07,0.73,10,-,China,16779,Salopo,1.1,262,0.13,0.11,178,190
0.12,0.93,49.2,5.3,39.1%,0.41,43.9%,0.43,0.4,3,-,Peru,18601,kgto,0.43,57,0.09,0.11,53,23
0.13,0.77,67.2,3.6,53.4%,0.93,62.6%,0.76,0.58,23,25,United Kingdom,12252,Nukeddog,0.87,577,0.09,0.12,443,335
0.15,0.71,75.1,5.4,49.5%,0.96,64.9%,0.95,0.68,6,21,Uzbekistan,18448,d0Za_L,0.92,154,0.09,0.08,110,105
0.15,0.71,78.8,4.8,55.1%,1.09,71.7%,0.99,0.7,150,17,United States,18295,jitter,1.08,3986,0.11,0.11,2817,2800
0.11,0.76,63.0,3.0,55.7%,0.75,63.1%,0.74,0.56,9,17,Poland,20550,Vanq,0.8,233,0.10,0.09,177,131
0.07,0.76,59.7,0.9,66.7%,0.97,56.5%,0.86,0.65,2,25,Malaysia,19404,p4n1C,0.85,46,0.07,0.09,35,30
0.15,0.73,-,-,39.6%,-,-,0.85,0.62,6,-,Finland,8586,EMRX,0.92,162,-,-,119,101
0.14,0.7,77.4,3.7,54.2%,1.02,70.7%,1.01,0.7,139,19,United States,17622,Wolffe,1.06,3760,0.11,0.11,2619,2639
0.05,0.83,38.8,3.4,50.0%,0.57,40.7%,0.45,0.37,3,-,Sweden,10716,pErReLiCiOuS,0.47,59,0.07,0.07,49,22
0.1,0.73,83.4,3.7,35.7%,1.24,67.6%,1.08,0.79,10,18,United States,17486,moso,1.12,216,0.12,0.12,158,171
0.1,0.72,69.8,1.0,47.2%,0.95,67.9%,0.95,0.68,3,21,Italy,20439,caydeN,0.97,78,0.09,0.04,56,53
0.0,1.0,51.5,0.5,12.5%,0.26,35.3%,0.47,0.47,1,-,China,14227,amok,0.35,17,0.12,0.00,17,8
0.14,0.62,81.7,6.1,65.3%,1.11,71.4%,1.14,0.71,11,22,Norway,15182,iNTERP,1.15,280,0.11,0.11,174,199
0.1,0.9,24.1,3.4,66.7%,0.35,30.0%,0.17,0.15,1,-,Iceland,14379,Palmz,0.27,20,0.00,0.10,18,3
0.14,0.72,68.5,4.2,45.7%,0.87,67.7%,0.82,0.59,129,21,Canada,17471,MkaeL,0.92,3310,0.10,0.13,2368,1939
0.18,0.65,-,-,52.1%,-,-,1.0,0.65,3,-,Libya,9406,dA-DvL,1.02,74,-,-,48,48
0.15,0.72,69.5,5.8,46.1%,0.89,66.2%,0.85,0.61,82,27,United States,9343,sayonara,0.87,2142,0.09,0.10,1545,1309
0.17,0.92,64.2,3.0,36.1%,0.58,59.7%,0.51,0.47,4,-,Sweden,12450,Trötter,0.68,77,0.08,0.18,71,36
0.15,0.74,79.1,3.1,37.8%,1.14,68.0%,0.96,0.71,15,26,Chile,10821,huik,1.03,366,0.10,0.06,270,259
0.17,0.74,100.5,3.0,39.7%,1.46,61.1%,1.19,0.88,3,-,Finland,14600,Skari,1.23,72,0.22,0.10,53,63
0.08,0.83,52.9,1.2,61.8%,0.44,47.6%,0.49,0.4,6,-,Brazil,10567,DUK77,0.52,136,0.02,0.05,113,55
0.14,0.74,65.6,3.9,50.4%,1.04,63.3%,0.86,0.64,8,17,Norway,20717,Flaven,0.91,196,0.14,0.11,146,125
0.13,0.7,73.6,5.1,40.2%,0.99,68.4%,0.95,0.67,58,18,United States,19128,SLIGHT,1.0,1558,0.11,0.10,1097,1045
0.16,0.69,-,-,51.9%,-,-,1.03,0.71,22,-,Denmark,7451,JOKERN,0.99,551,-,-,378,389
0.14,0.68,68.1,5.4,46.3%,0.78,66.1%,0.88,0.59,102,33,Slovakia,7726,barb1,0.88,2643,0.08,0.10,1785,1572
0.16,0.69,75.2,3.2,49.7%,0.99,66.2%,0.96,0.66,49,23,Denmark,10329,martiNwk,0.98,1250,0.11,0.11,862,831
0.12,0.71,66.2,3.8,46.8%,0.92,66.7%,0.85,0.61,573,22,Poland,15726,nawrot,0.92,15378,0.09,0.10,10920,9316
0.16,0.8,53.0,3.0,61.1%,0.33,64.0%,0.45,0.36,2,23,Portugal,20748,SYDOX,0.62,50,0.10,0.16,40,18
0.16,0.74,75.9,3.8,38.8%,1.03,67.1%,0.89,0.66,90,29,Australia,11488,INSANITY,0.99,2334,0.10,0.11,1733,1539
0.14,0.67,78.0,3.5,56.2%,1.13,73.1%,1.07,0.72,40,25,Hong Kong,11382,ckf,1.12,969,0.10,0.13,649,696
0.0,0.53,-,-,40.0%,-,-,1.88,1.0,2,-,Sweden,7425,coolha,1.45,45,-,-,24,45
0.13,0.8,-,-,68.8%,-,-,0.44,0.36,2,-,Finland,7532,HENKSU,0.49,45,-,-,36,16
0.13,0.75,57.9,2.3,36.8%,0.61,60.9%,0.65,0.48,15,25,Denmark,10996,who,0.73,353,0.05,0.10,263,171
0.15,0.7,70.9,3.7,39.1%,0.98,66.0%,0.89,0.62,4,-,Chile,16337,Churra,0.95,103,0.09,0.08,72,64
0.07,0.79,52.5,5.2,36.8%,0.70,52.4%,0.58,0.45,2,-,United States,18438,KryptWalk,0.64,42,0.05,0.05,33,19
0.1,0.88,-,-,59.1%,-,-,0.59,0.52,2,-,Sweden,8273,INTERISTA,0.65,42,-,-,37,22
0.12,0.69,65.2,3.7,50.1%,0.77,67.5%,0.8,0.55,85,23,Germany,19281,Anhuin,0.89,2194,0.09,0.11,1515,1211
0.12,0.66,81.1,2.5,52.1%,1.16,72.4%,1.15,0.77,1062,23,United States,9136,Brehze,1.12,27762,0.12,0.10,18449,21305
0.2,0.75,71.0,1.5,36.2%,1.09,69.8%,0.84,0.63,8,26,Iran,18529,Floyd,0.98,202,0.10,0.15,151,127
0.15,0.76,79.1,4.5,49.6%,1.09,66.2%,0.88,0.67,20,22,Poland,17114,Miloszek,1.0,509,0.07,0.10,388,343
0.15,0.85,61.2,5.2,63.6%,0.84,55.0%,0.65,0.55,1,-,United States,13513,Rawzy,0.76,20,0.20,0.20,17,11
0.13,0.66,77.6,2.3,37.6%,1.09,70.8%,1.1,0.73,125,28,China,12385,JeXeN,1.1,3111,0.11,0.09,2064,2264
0.1,0.9,59.9,2.1,43.2%,0.65,52.4%,0.59,0.54,4,-,Germany,11094,miia,0.63,82,0.06,0.15,74,44
0.12,0.66,71.8,3.5,54.8%,0.96,69.8%,1.0,0.66,123,17,Australia,19730,gump,1.02,3259,0.09,0.09,2145,2154
0.12,0.66,73.0,3.2,32.8%,1.07,69.4%,1.04,0.69,1796,29,Poland,973,SZPERO,1.01,47347,0.07,0.08,31392,32521
0.09,0.72,67.9,2.0,34.2%,0.95,64.3%,0.9,0.64,44,21,Poland,17092,SAYN,0.93,1129,0.11,0.09,810,725
0.13,0.93,68.5,3.0,47.6%,0.53,57.8%,0.5,0.47,2,-,Brazil,20060,2EDIK,0.62,45,0.11,0.07,42,21
0.16,0.77,-,-,51.9%,-,-,0.5,0.39,3,-,France,8162,ToRto,0.54,70,-,-,54,27
0.11,0.89,-,-,58.3%,-,-,0.59,0.52,2,-,Spain,10007,rubiazo,0.59,46,-,-,41,24
0.08,0.87,63.7,2.2,36.4%,0.79,58.3%,0.6,0.52,5,19,Netherlands,19596,redux,0.73,127,0.10,0.15,110,66
0.12,0.64,78.4,4.6,50.6%,1.14,70.0%,1.18,0.75,10,32,Venezuela,11511,aurum,1.12,223,0.10,0.06,142,168
0.07,0.93,-,-,22.7%,-,-,0.58,0.54,2,-,Chile,10021,jaO,0.64,41,-,-,38,22
0.08,0.76,69.1,2.4,36.1%,0.83,60.8%,0.82,0.63,4,21,Belarus,19291,seNsite,0.85,97,0.05,0.09,74,61
0.13,0.67,70.9,4.1,45.9%,0.86,65.3%,0.95,0.63,144,30,Vietnam,8092,cLb,0.95,3572,0.07,0.06,2381,2267
0.19,0.61,74.1,2.1,43.1%,0.93,70.8%,1.0,0.61,4,25,Norway,14373,sim1,1.02,106,0.06,0.04,65,65
0.24,0.86,-,-,48.7%,-,-,0.91,0.78,2,-,Spain,8384,INSANE,0.96,50,-,-,43,39
0.17,0.61,67.4,3.1,39.5%,1.05,71.8%,1.0,0.61,3,18,Latvia,20005,ZetBest,1.05,71,0.10,0.07,43,43
0.1,0.8,76.5,0.9,35.1%,1.00,64.0%,0.93,0.74,2,-,Romania,6527,pauLo,0.96,50,0.10,0.06,40,37
0.19,0.7,76.6,5.3,43.6%,0.99,65.8%,0.86,0.61,6,22,Poland,14072,eNzoo,0.99,155,0.05,0.10,109,94
0.09,0.84,-,-,62.5%,-,-,0.65,0.55,2,-,China,10254,PISCES,0.66,44,-,-,37,24
0.1,0.79,65.9,1.9,42.5%,0.85,60.6%,0.77,0.61,8,-,Peru,14666,zJames,0.83,198,0.06,0.10,156,120
0.14,0.75,75.7,2.7,47.8%,1.02,68.2%,0.91,0.68,118,22,United Kingdom,12524,ozzy,1.0,2993,0.15,0.12,2231,2032
0.18,0.82,-,-,57.6%,-,-,0.89,0.73,2,-,Serbia,8307,Sn1peR,0.91,45,-,-,37,33
0.14,0.69,-,-,49.3%,-,-,0.99,0.68,8,-,Belgium,9647,Kir4z,0.95,217,-,-,149,148
0.09,0.83,61.9,1.1,41.7%,1.08,60.5%,0.72,0.59,4,-,Denmark,13800,Langee,0.88,81,0.06,0.09,67,48
0.12,0.75,61.3,3.5,63.8%,0.75,67.0%,0.71,0.53,3,-,Sweden,11002,reyrey,0.83,88,0.12,0.11,66,47
0.15,0.64,73.2,2.5,47.5%,0.90,72.7%,1.05,0.67,3,-,Sweden,11001,Ezzy,1.04,88,0.16,0.08,56,59
0.17,0.75,64.9,2.5,56.0%,0.74,59.6%,0.65,0.49,7,-,Sweden,10632,dNB,0.79,171,0.04,0.09,129,84
0.15,0.73,69.0,3.1,41.6%,0.82,64.3%,0.82,0.6,31,26,Serbia,8316,Randje,0.84,811,0.10,0.11,588,485
0.13,0.66,85.7,2.9,46.1%,1.31,72.5%,1.2,0.8,425,21,Brazil,16816,vsm,1.22,11228,0.10,0.10,7438,8930
0.17,0.66,72.3,3.6,41.1%,0.98,72.2%,0.93,0.62,64,-,Denmark,8808,Maziaz,0.94,1610,0.08,0.11,1067,995
0.1,0.81,68.5,1.8,42.0%,0.98,52.6%,0.81,0.66,10,-,United Kingdom,7562,CRMJ,0.87,238,0.07,0.05,193,157
0.17,0.83,49.7,0.0,16.7%,0.57,44.4%,0.4,0.33,1,20,Taiwan,14386,Yb,0.5,18,0.00,0.06,15,6
0.16,0.84,53.5,0.1,71.4%,0.70,63.2%,0.44,0.37,1,20,Norway,16126,firewarrior,0.7,19,0.05,0.16,16,7
0.11,0.74,67.3,2.3,47.8%,0.86,64.5%,0.81,0.6,27,19,China,16557,Bexey,0.89,639,0.08,0.09,476,385
0.23,0.76,-,-,37.0%,-,-,0.77,0.58,11,32,South Africa,8450,Craan,0.81,324,-,-,246,189
0.18,0.75,-,-,55.2%,-,-,0.9,0.67,5,-,Sweden,4675,walkejno,0.88,129,-,-,97,87
0.11,0.75,66.6,2.1,56.0%,0.83,64.1%,0.81,0.61,45,27,United States,11037,Ematics,0.87,1102,0.09,0.10,830,672
0.16,0.88,43.3,0.5,22.2%,0.26,60.0%,0.41,0.36,1,-,Argentina,16998,RAMA,0.49,25,0.04,0.08,22,9
0.06,0.68,-,-,54.0%,-,-,0.8,0.54,4,-,Finland,7432,tumaaa,0.81,116,-,-,79,63
0.16,0.79,94.4,3.1,41.7%,1.23,69.4%,0.99,0.78,6,25,Iceland,12790,Donn1klu7s,1.15,147,0.15,0.13,116,115
0.15,0.87,67.0,3.9,47.7%,0.73,53.3%,0.59,0.51,8,28,Turkey,14129,sickness,0.7,169,0.14,0.08,147,86
0.14,0.65,83.9,1.4,41.5%,1.23,78.9%,1.23,0.8,5,21,Cambodia,18073,C3LL,1.23,133,0.07,0.11,86,106
