assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
0.09,0.75,65.3,1.7,53.2%,0.79,62.3%,0.68,0.51,5,24,Georgia,17667,Wolfik,0.82,122,0.05,0.11,91,62
0.15,0.71,58.0,6.6,32.0%,0.63,65.0%,0.69,0.49,19,-,Canada,12712,eQuals,0.79,503,0.11,0.12,356,247
0.0,0.09,9.1,0.0,66.7%,0.34,95.7%,1.5,0.13,1,-,Brazil,17696,peu,1.03,23,0.00,0.00,2,3
0.14,0.83,86.1,3.9,44.6%,1.55,55.8%,0.75,0.62,5,-,Canada,9592,dms-g-,0.84,119,0.09,0.05,99,74
0.15,0.6,-,-,37.4%,-,-,0.99,0.6,537,33,Sweden,7147,Fifflaren,0.94,13195,-,-,7916,7873
0.14,0.7,76.0,3.1,38.5%,1.12,69.0%,1.04,0.72,11,-,China,12492,eric,1.06,294,0.11,0.11,205,213
0.11,0.6,70.5,3.1,46.7%,0.98,72.7%,1.14,0.68,10,31,Belgium,11925,axrRRRRR,1.08,245,0.16,0.11,146,167
0.14,0.76,68.3,3.0,59.6%,0.91,63.3%,0.75,0.57,11,19,Brazil,20897,matios,0.88,300,0.08,0.11,227,171
0.14,0.78,65.3,3.6,42.6%,0.80,59.5%,0.68,0.53,40,29,Finland,14150,NiNLeX,0.78,996,0.07,0.09,772,526
0.17,0.76,74.8,5.6,48.3%,1.00,65.5%,0.83,0.64,50,21,Ireland,20339,Extinct,0.94,1307,0.09,0.12,998,830
0.12,0.88,71.2,1.7,44.0%,0.57,60.5%,0.66,0.58,2,30,Latvia,14211,PAPAplays,0.73,43,0.09,0.05,38,25
0.15,0.63,76.6,1.7,63.2%,1.23,81.5%,1.12,0.7,1,23,Sweden,19218,Teebowl,1.24,27,0.07,0.04,17,19
0.11,0.69,65.4,2.4,37.3%,0.95,67.5%,0.9,0.61,42,25,Thailand,14027,EthAnlele,0.95,1113,0.10,0.09,763,683
0.14,0.71,73.1,0.8,43.1%,1.08,69.4%,0.92,0.65,8,-,France,9649,niangel,0.9,211,0.08,0.02,149,137
0.13,0.69,84.1,3.8,55.0%,1.17,71.7%,1.17,0.8,13,22,Bosnia and Herzegovina,19783,gi,1.16,361,0.10,0.10,248,289
0.13,0.58,83.0,5.1,67.6%,1.31,76.4%,1.31,0.76,4,27,Iran,19364,SileNT,1.29,89,0.11,0.19,52,68
0.1,0.66,68.0,2.9,32.2%,1.05,69.7%,1.0,0.66,72,27,France,13421,Adlane,1.03,1888,0.08,0.09,1248,1254
0.15,0.66,83.1,4.9,50.2%,1.20,72.2%,1.17,0.77,805,26,Mongolia,11141,erkaSt,1.17,20782,0.10,0.09,13695,16051
0.07,0.74,60.5,2.1,58.7%,0.60,66.4%,0.68,0.5,5,19,Sweden,20225,ralle,0.77,125,0.13,0.11,93,63
0.25,0.92,67.4,3.0,65.1%,0.71,58.4%,0.52,0.48,4,-,Chile,18418,cmd1,0.67,89,0.07,0.19,82,43
0.16,0.74,76.2,1.9,54.4%,1.01,69.4%,0.89,0.66,8,24,Serbia,4204,MiLAN,1.0,222,0.15,0.16,165,147
0.09,0.83,56.6,1.7,20.0%,0.86,52.2%,0.66,0.54,2,24,India,16075,nEr0n,0.67,46,0.04,0.07,38,25
0.16,0.74,81.5,1.3,48.8%,1.19,68.6%,0.99,0.73,212,25,Norway,8179,Mystic,1.02,5447,0.12,0.09,4011,3987
0.12,0.84,53.6,3.9,35.0%,0.43,55.1%,0.49,0.41,2,25,Brazil,11753,felk,0.59,49,0.02,0.06,41,20
0.12,0.77,72.4,3.4,46.5%,1.00,67.8%,0.88,0.67,8,21,Greece,16989,Xalbi,0.98,214,0.09,0.12,164,144
0.18,0.64,-,-,31.2%,-,-,1.14,0.73,1,-,China,10179,Zorro,1.04,22,-,-,14,16
0.09,0.77,76.8,1.5,46.7%,1.08,64.8%,0.94,0.72,5,22,India,19563,clouda,1.01,128,0.13,0.11,98,92
0.18,0.71,70.5,2.0,46.4%,1.14,57.1%,0.8,0.57,2,22,United States,17203,M3RC3NARY,0.92,49,0.14,0.24,35,28
0.1,0.87,61.8,0.5,55.0%,0.92,63.3%,0.77,0.67,1,-,Belgium,12837,real1seRRR,0.83,30,0.07,0.03,26,20
0.15,0.72,79.6,4.9,41.4%,1.13,69.0%,0.98,0.7,292,25,Thailand,13564,PPOverdose,1.06,7518,0.08,0.10,5389,5283
0.13,0.75,54.3,3.5,40.2%,0.74,52.3%,0.63,0.48,8,-,Ecuador,15883,juans,0.7,193,0.09,0.06,145,92
0.21,0.72,74.2,4.9,52.9%,1.08,72.5%,0.93,0.67,4,18,United Arab Emirates,20769,m7med,1.04,102,0.06,0.10,73,68
0.14,0.82,66.2,2.6,50.0%,0.73,56.8%,0.5,0.41,2,-,China,16782,beAst,0.7,44,0.05,0.14,36,18
0.05,0.88,76.8,1.6,73.0%,0.74,50.9%,0.74,0.65,2,21,Russia,20802,zLy,0.77,57,0.16,0.11,50,37
0.15,0.63,65.6,1.1,38.4%,0.75,70.0%,0.85,0.53,8,-,Singapore,2991,ken,0.85,210,0.10,0.12,132,112
0.0,0.21,-,-,0.0%,-,-,0.25,0.05,1,-,Poland,5445,DR.X PLODE,0.69,19,-,-,4,1
0.15,0.72,75.4,4.6,47.5%,1.02,69.3%,0.95,0.68,48,26,United States,15435,figment,1.01,1243,0.10,0.10,898,849
0.18,0.75,-,-,30.3%,-,-,0.84,0.63,16,-,Ukraine,8352,yol0Copter,0.85,380,-,-,284,238
0.15,0.85,78.2,4.5,64.3%,1.19,45.7%,0.72,0.61,2,24,Mexico,14720,richiman117,0.9,46,0.00,0.09,39,28
0.11,0.95,-,-,80.0%,-,-,0.28,0.26,1,-,Korea,10249,B1ny0u,0.26,19,-,-,18,5
0.04,0.75,74.4,5.5,23.8%,1.03,78.6%,1.0,0.75,1,-,United States,1935,levy,1.07,28,0.14,0.18,21,21
0.14,0.71,78.1,4.2,49.7%,1.10,69.5%,0.96,0.69,74,31,Montenegro,9419,Lobanjica,0.97,2001,0.07,0.09,1427,1377
0.13,0.74,68.0,4.5,50.5%,0.98,65.8%,0.84,0.62,47,21,Vietnam,20529,Mingovi,0.92,1231,0.09,0.11,908,759
0.13,0.71,74.1,4.2,44.3%,1.07,68.0%,0.95,0.67,132,22,Turkey,17394,tot,1.02,3543,0.10,0.11,2498,2380
0.11,0.68,74.5,5.2,50.0%,1.07,72.6%,1.03,0.7,6,20,United States,20270,WMS,1.07,201,0.13,0.08,136,140
0.09,0.71,52.2,3.1,37.9%,0.64,58.6%,0.71,0.5,2,20,Australia,14764,CRO,0.74,58,0.14,0.05,41,29
0.15,0.72,77.2,3.6,53.9%,1.09,64.2%,0.96,0.69,6,25,Belgium,12206,cyraX,1.02,148,0.10,0.07,106,102
0.12,0.76,66.4,1.0,48.6%,0.80,60.2%,0.79,0.6,5,-,United States,19484,fxde,0.83,123,0.11,0.09,94,74
0.09,0.83,68.5,0.1,57.1%,0.60,56.5%,0.74,0.61,1,-,Denmark,10714,hANZEY,0.76,23,0.00,0.09,19,14
0.04,0.83,52.3,0.5,55.6%,0.56,69.6%,0.47,0.39,1,19,Romania,20210,heqoNN,0.72,23,0.04,0.13,19,9
0.13,0.77,68.6,3.3,47.1%,0.98,62.8%,0.82,0.63,20,23,Poland,13921,wengli,0.89,519,0.09,0.10,400,329
0.2,0.8,-,-,46.4%,-,-,0.7,0.56,2,-,Poland,9988,HiNDU,0.79,50,-,-,40,28
0.08,0.71,-,-,48.6%,-,-,0.98,0.7,6,31,Israel,3015,spooky,0.96,159,-,-,113,111
0.13,0.74,62.5,5.8,46.8%,0.76,64.9%,0.71,0.52,6,-,Netherlands,2715,akid,0.81,148,0.07,0.10,109,77
0.07,0.72,71.0,2.3,19.4%,0.90,65.5%,0.91,0.65,4,22,Norway,16481,Pluvio,0.96,110,0.11,0.05,79,72
0.1,0.78,51.8,5.0,50.7%,0.50,57.5%,0.52,0.41,7,29,United States,13438,Mattsanoodle,0.63,174,0.09,0.10,136,71
0.12,0.73,74.9,1.5,27.4%,1.02,69.6%,0.99,0.72,4,-,Poland,13919,souL,1.03,102,0.07,0.10,74,73
0.12,0.78,53.4,6.3,34.8%,0.77,62.7%,0.57,0.45,2,17,China,20255,Zero,0.73,51,0.04,0.22,40,23
0.17,0.71,58.0,9.9,33.3%,0.55,62.5%,0.71,0.5,1,22,United States,20566,jtmythic,0.75,24,0.25,0.08,17,12
0.15,0.88,51.3,1.8,26.7%,0.48,53.7%,0.42,0.37,2,-,Peru,15875,Ling,0.51,41,0.00,0.10,36,15
0.1,0.77,51.7,3.3,47.1%,0.38,54.2%,0.46,0.35,2,32,United States,14775,Daedalus,0.59,48,0.04,0.04,37,17
0.11,0.7,66.8,2.7,68.5%,0.95,68.3%,0.87,0.61,18,18,Mongolia,19536,yAmi,0.96,517,0.10,0.08,363,317
0.18,0.79,69.3,3.2,52.0%,0.92,65.8%,0.67,0.53,9,21,United States,15016,TinUP,0.87,240,0.06,0.16,190,127
0.16,0.72,65.9,5.0,46.5%,0.75,62.3%,0.75,0.54,40,24,Australia,14959,Pride,0.83,974,0.10,0.08,698,523
0.13,0.67,73.2,4.5,44.5%,0.90,69.2%,0.97,0.66,80,22,Brazil,18877,phx,1.0,2138,0.12,0.11,1440,1401
0.09,0.8,-,-,35.9%,-,-,0.84,0.67,4,-,Slovakia,1267,Dev1,0.92,95,-,-,76,64
0.15,0.79,74.1,1.7,26.7%,0.99,60.7%,0.81,0.64,6,-,Brazil,10830,DASTAN,0.91,135,0.16,0.09,106,86
0.14,0.69,60.7,0.7,52.6%,0.69,62.9%,0.79,0.54,1,25,Belgium,19597,Supaaa,0.83,35,0.11,0.14,24,19
0.16,0.7,66.3,2.9,50.0%,0.82,74.4%,0.88,0.61,3,-,Singapore,17833,Maxxyy,0.96,82,0.18,0.11,57,50
0.15,0.73,79.6,4.7,49.1%,1.08,69.7%,0.96,0.7,71,26,United States,18709,Hendy,1.05,1878,0.12,0.11,1366,1318
0.0,0.88,45.0,0.0,28.6%,0.44,47.1%,0.47,0.41,1,29,Qatar,16508,Knife,0.45,17,0.12,0.00,15,7
0.14,0.73,61.3,3.3,45.4%,0.71,64.6%,0.73,0.53,23,20,Argentina,12070,NIKKO,0.81,591,0.10,0.09,431,315
0.13,0.67,77.0,4.5,40.4%,1.09,70.7%,1.06,0.71,105,27,United States,17379,fdeN,1.09,2741,0.11,0.09,1840,1944
0.14,0.76,63.1,5.8,43.5%,0.54,56.6%,0.61,0.46,4,27,Brunei,15993,NeverCare,0.69,99,0.08,0.10,75,46
0.17,0.83,51.0,3.9,8.3%,0.96,60.9%,0.63,0.52,1,19,Russia,20883,eightz999,0.73,23,0.04,0.13,19,12
0.1,0.75,57.2,5.4,57.1%,0.74,57.7%,0.66,0.49,3,-,Belarus,12742,AngeL,0.75,71,0.04,0.17,53,35
0.11,0.79,-,-,41.7%,-,-,0.86,0.68,2,-,Finland,8583,kaame,0.85,53,-,-,42,36
0.09,0.83,-,-,50.0%,-,-,0.63,0.52,3,-,Hong Kong,8078,master,0.7,69,-,-,57,36
0.1,0.69,66.8,2.9,41.3%,0.72,61.1%,0.84,0.58,12,25,Australia,11484,BROKEN,0.84,337,0.07,0.08,234,196
0.13,0.61,100.2,2.0,30.8%,1.72,82.6%,1.86,1.13,1,-,United States,19768,kAAz,1.59,23,0.22,0.17,14,26
0.07,0.86,-,-,53.1%,-,-,0.49,0.42,4,-,Slovakia,7753,MIKKO,0.55,76,-,-,65,32
0.05,0.93,50.8,0.6,55.6%,0.37,40.0%,0.49,0.45,2,26,Thailand,15380,FWGz,0.44,40,0.12,0.07,37,18
0.06,0.66,73.8,3.3,52.0%,0.98,68.6%,1.09,0.71,3,-,United States,8501,lightworker,1.03,70,0.06,0.06,46,50
0.1,0.74,-,-,59.2%,-,-,0.83,0.61,3,-,Estonia,10601,astat,0.83,80,-,-,59,49
0.15,0.71,74.6,4.9,41.1%,0.96,69.5%,0.94,0.67,192,28,United States,10388,devastation,0.94,4828,0.11,0.09,3428,3232
0.08,0.89,43.8,0.4,41.7%,0.40,47.2%,0.38,0.33,2,22,Korea,14889,YJM,0.43,36,0.06,0.08,32,12
0.15,0.68,83.0,1.8,46.0%,1.09,69.5%,1.12,0.77,4,-,Canada,14746,Whit,1.14,82,0.11,0.04,56,63
0.15,0.79,65.1,3.6,37.9%,1.06,53.3%,0.69,0.54,5,28,Mongolia,13939,Jorok,0.82,107,0.08,0.04,84,58
0.14,0.7,75.9,2.9,43.0%,1.04,70.6%,1.01,0.7,358,32,Serbia,1007,k1Ng0r,1.0,9126,0.10,0.10,6375,6431
0.14,0.7,71.6,4.7,47.4%,0.85,68.5%,0.91,0.64,65,23,Vietnam,8869,FONZEN,0.9,1773,0.09,0.10,1240,1128
0.11,0.65,76.6,2.5,35.5%,1.17,72.4%,1.14,0.74,32,19,Argentina,20268,ataraXia,1.15,868,0.10,0.08,562,640
0.14,0.76,76.9,2.5,55.4%,1.15,70.2%,0.87,0.67,15,24,Albania,20065,xhoci,1.02,406,0.09,0.12,310,271
0.15,0.7,-,-,42.7%,-,-,0.86,0.6,7,-,France,7663,PrincesS,0.85,172,-,-,120,103
0.07,0.86,63.8,1.6,51.0%,0.64,54.7%,0.69,0.59,4,-,Canada,15793,void,0.69,86,0.15,0.07,74,51
0.17,0.69,-,-,27.8%,-,-,0.78,0.54,5,-,Russia,1651,Exilia,0.84,133,-,-,92,72
0.1,0.64,71.2,2.2,31.5%,1.13,69.3%,1.08,0.69,27,28,Chile,11504,pablow,1.08,677,0.12,0.07,434,470
0.13,0.69,74.8,3.1,55.4%,1.03,70.4%,1.0,0.69,498,18,United States,12101,neptune,1.04,13218,0.10,0.11,9114,9091
0.15,0.7,78.2,4.7,41.6%,1.10,70.0%,1.01,0.7,850,20,Poland,15428,Goofy,1.07,23015,0.11,0.10,16041,16173
0.0,0.68,-,-,0.0%,-,-,0.61,0.42,5,-,United Kingdom,980,RAMPAGE,0.65,130,-,-,88,54
0.18,0.69,83.8,4.1,53.6%,1.31,64.4%,0.97,0.67,6,18,Argentina,20607,buda,1.12,163,0.07,0.09,113,110
0.09,0.77,54.1,1.6,50.8%,0.62,57.7%,0.61,0.47,5,33,United States,19078,Alexdb,0.68,137,0.06,0.10,106,65
0.1,0.78,64.5,3.3,42.1%,0.82,56.3%,0.69,0.53,13,-,Germany,8791,reamux,0.74,334,0.05,0.09,259,178
0.11,0.75,68.1,3.1,40.3%,0.94,65.1%,0.88,0.66,15,-,Brazil,13430,pAnicKoW,0.92,352,0.08,0.07,263,231
0.14,0.76,74.0,6.1,41.5%,0.94,71.2%,0.9,0.68,6,-,China,12356,Vincent,1.0,139,0.09,0.09,105,94
0.11,0.76,71.5,5.0,49.1%,0.82,64.2%,0.8,0.61,7,22,United States,17625,Zxav,0.88,187,0.11,0.13,142,114
0.16,0.66,71.0,6.0,42.4%,0.91,73.0%,0.97,0.64,9,-,Algeria,11167,Narken,1.02,267,0.10,0.09,177,172
0.13,0.68,71.7,2.3,52.5%,0.97,69.2%,0.99,0.67,998,27,Norway,1485,RUBINO,0.98,26140,0.09,0.10,17802,17632
0.15,0.71,78.2,3.0,46.9%,1.01,70.0%,0.98,0.69,309,23,United States,9664,Pollo,0.98,8069,0.11,0.11,5709,5579
0.12,0.7,58.9,4.4,39.4%,0.69,65.1%,0.74,0.52,78,24,Australia,16668,Kingfisher,0.81,2071,0.09,0.10,1454,1080
0.07,0.73,59.7,3.6,58.6%,0.74,51.8%,0.71,0.52,2,-,France,11274,Matix,0.73,56,0.12,0.09,41,29
0.16,0.63,-,-,34.9%,-,-,1.12,0.71,11,-,Poland,5234,galbaro,1.05,270,-,-,171,192
0.13,0.72,59.8,1.9,48.6%,0.75,65.3%,0.79,0.56,5,23,Thailand,19909,CHADO,0.83,124,0.06,0.11,89,70
0.16,0.77,63.7,3.2,38.1%,0.84,56.8%,0.62,0.48,2,30,Korea,12689,max,0.77,44,0.02,0.14,34,21
0.14,0.78,66.4,1.4,47.1%,0.78,64.8%,0.75,0.59,48,23,Canada,13196,poised,0.84,1220,0.11,0.13,949,715
0.11,0.77,-,-,29.7%,-,-,0.67,0.51,8,-,Czech Republic,8580,smetysh,0.72,177,-,-,136,91
0.12,0.84,42.4,2.3,42.9%,0.55,52.0%,0.33,0.28,1,27,Pakistan,15587,L0g1c,0.52,25,0.04,0.12,21,7
0.09,0.61,73.3,2.0,33.7%,1.15,70.5%,1.21,0.74,234,27,Australia,13058,mattcd,1.13,5998,0.08,0.07,3683,4459
0.13,0.76,72.4,2.0,44.1%,0.99,72.0%,0.78,0.59,7,27,Poland,9473,Speed,0.81,187,0.04,0.20,142,111
0.11,0.69,78.0,1.5,48.9%,1.02,68.5%,1.03,0.72,10,18,Latvia,20002,Labreenc,1.05,260,0.10,0.08,180,186
0.16,0.79,63.6,3.1,55.6%,0.67,53.5%,0.53,0.42,2,28,Germany,12284,eMz,0.71,43,0.09,0.09,34,18
0.1,0.63,76.2,2.4,33.4%,1.18,70.4%,1.21,0.76,104,22,Albania,19725,gxx-,1.14,2697,0.10,0.08,1688,2039
0.11,0.87,45.7,2.6,41.5%,0.58,54.9%,0.46,0.4,6,28,Hong Kong,15177,Christoffer,0.55,133,0.11,0.08,116,53
0.08,0.73,66.0,4.3,40.0%,0.69,58.1%,0.74,0.54,3,-,Lithuania,11321,Undercover,0.8,74,0.07,0.12,54,40
0.13,0.75,63.9,2.4,47.9%,0.80,63.6%,0.77,0.58,65,29,Serbia,6681,zon1Q,0.81,1608,0.11,0.10,1207,933
0.2,0.85,24.0,2.0,50.0%,0.31,50.0%,0.12,0.1,1,24,Japan,14704,Momiji,0.34,20,0.00,0.25,17,2
0.13,0.71,75.5,5.0,54.6%,0.93,68.4%,0.91,0.64,12,16,Israel,20312,xertioN,0.99,304,0.09,0.10,215,196
0.12,0.64,72.9,3.0,35.6%,1.09,68.3%,1.04,0.67,39,27,Sweden,14156,LBNS,1.06,991,0.09,0.09,638,663
0.1,0.67,66.0,2.4,29.5%,0.92,68.1%,0.94,0.63,221,29,Spain,8369,dragunov,0.92,5699,0.11,0.09,3833,3590
0.11,0.85,82.3,4.1,37.7%,0.86,67.0%,0.86,0.73,4,-,Chile,17279,Allew,0.95,94,0.15,0.12,80,69
0.21,0.74,-,-,36.9%,-,-,1.08,0.8,10,-,Italy,9755,CeLesTiaL,1.09,278,-,-,206,222
0.05,0.77,33.5,3.4,37.5%,0.89,54.5%,0.47,0.36,1,-,Norway,15185,pheopix,0.67,22,0.14,0.05,17,8
0.12,0.78,62.1,2.2,56.7%,0.77,60.5%,0.68,0.53,16,28,China,15936,Humble,0.78,395,0.06,0.08,307,210
0.1,0.88,88.3,1.8,52.6%,1.16,73.5%,0.88,0.78,2,-,Germany,15555,maxz,1.09,49,0.10,0.18,43,38
0.15,0.73,71.3,3.9,39.8%,0.97,68.5%,0.88,0.64,72,32,United States,8709,focs,0.89,1889,0.08,0.06,1375,1210
0.17,0.58,-,-,47.7%,-,-,1.17,0.67,13,29,United Kingdom,8656,twirl,1.04,361,-,-,208,243
0.25,0.4,-,-,36.4%,-,-,1.38,0.55,1,-,Philippines,9469,whome,1.04,20,-,-,8,11
0.1,0.71,75.3,2.9,27.8%,1.15,67.5%,1.05,0.74,66,23,United States,13198,juice,1.06,1715,0.13,0.11,1210,1268
0.11,0.69,70.3,1.5,46.4%,0.87,66.5%,0.92,0.64,34,20,Indonesia,12940,Lurk0,0.95,806,0.11,0.08,558,515
0.14,0.73,78.0,4.6,42.5%,1.13,66.6%,0.96,0.7,30,20,Sweden,17769,Twinkey,1.03,794,0.10,0.10,578,557
0.08,0.75,27.2,2.4,57.1%,0.31,52.9%,0.18,0.14,2,-,China,13123,MOONBOW,0.44,51,0.02,0.04,38,7
0.11,0.76,66.7,1.8,41.9%,0.79,68.6%,0.81,0.61,8,23,Poland,15912,firingirl?,0.88,210,0.10,0.10,159,129
0.28,0.56,-,-,38.5%,-,-,1.39,0.78,2,-,Austria,8203,Nero,1.22,50,-,-,28,39
0.11,0.8,-,-,32.0%,-,-,0.79,0.63,6,-,Finland,7245,aNfeli,0.86,158,-,-,127,100
0.09,0.64,-,-,54.5%,-,-,0.79,0.5,1,-,Armenia,8471,Dinjo,0.85,22,-,-,14,11
0.13,0.71,74.6,2.5,46.3%,1.11,67.7%,0.96,0.68,114,29,Slovakia,10852,shhhack,1.03,3045,0.10,0.10,2148,2056
0.13,0.69,62.2,2.7,37.5%,0.82,66.8%,0.8,0.55,19,25,Poland,15039,pekson,0.88,500,0.07,0.10,344,275
0.22,0.72,-,-,56.0%,-,-,0.96,0.69,1,-,Korea,10062,depoiz,1.05,36,-,-,26,25
0.14,0.67,80.3,3.1,40.5%,1.12,72.4%,1.06,0.71,12,-,Brazil,13294,rock,1.13,301,0.09,0.09,203,215
0.15,0.88,52.3,0.0,16.7%,0.59,46.3%,0.5,0.44,2,-,Brazil,17616,HEAvY,0.53,41,0.05,0.05,36,18
0.06,0.81,50.7,2.7,29.2%,0.70,51.9%,0.57,0.46,2,34,Vietnam,13603,naD,0.64,52,0.08,0.10,42,24
0.11,0.69,78.1,3.5,59.9%,1.19,66.9%,1.06,0.73,20,25,Philippines,19331,KEVZZ,1.08,505,0.15,0.09,347,367
0.11,0.63,57.9,0.5,33.3%,0.91,60.5%,0.88,0.55,1,-,Lithuania,11894,iNfiNity,0.88,38,0.08,0.05,24,21
0.14,0.7,66.3,3.5,46.1%,0.81,67.8%,0.83,0.58,85,30,Malaysia,9286,CHAPMAN,0.84,2210,0.09,0.09,1538,1284
0.2,0.9,52.5,3.9,28.6%,0.54,50.0%,0.39,0.35,1,-,Russia,12002,Ark3M,0.5,20,0.10,0.05,18,7
0.12,0.67,70.8,3.1,51.1%,0.90,68.6%,0.96,0.64,130,28,Finland,12788,RAIMOVORMISTO,0.98,3432,0.11,0.09,2309,2207
0.12,0.74,70.0,2.6,52.8%,0.91,65.3%,0.84,0.62,54,24,Poland,16390,Zorineq,0.92,1382,0.11,0.12,1022,862
0.11,0.67,70.1,3.6,51.2%,0.87,70.3%,0.96,0.64,50,20,China,14138,mutaNt,0.98,1202,0.09,0.09,811,775
0.06,0.78,56.4,1.6,66.7%,0.56,48.0%,0.54,0.42,2,18,Philippines,19517,Drei,0.62,50,0.10,0.06,39,21
0.2,0.7,89.7,4.1,54.0%,1.34,73.2%,1.17,0.82,16,-,Myanmar,17883,kera,1.23,429,0.13,0.13,300,350
0.14,0.68,71.6,3.5,38.8%,0.97,69.1%,0.95,0.65,71,37,Spain,1649,iRene,0.93,1741,0.13,0.10,1190,1127
0.2,0.8,70.4,1.7,33.3%,0.65,64.0%,0.9,0.72,1,-,United States,15850,night,0.83,25,0.08,0.12,20,18
0.04,0.79,65.8,1.2,50.0%,0.69,60.4%,0.86,0.68,4,-,United States,19479,Denver,0.81,106,0.08,0.08,84,72
0.13,0.79,72.0,4.2,60.0%,0.88,58.6%,0.71,0.56,4,24,Pakistan,12201,Dazr,0.84,99,0.13,0.05,78,55
0.11,0.85,58.8,5.5,50.8%,0.61,52.4%,0.59,0.51,6,26,Thailand,16190,Qzenberg,0.61,124,0.15,0.07,106,63
0.1,0.73,63.6,0.5,48.4%,0.78,61.6%,0.8,0.58,15,-,Denmark,2395,zanoj,0.82,372,0.06,0.03,271,217
0.12,0.79,87.5,0.7,49.2%,1.14,75.0%,1.04,0.82,3,25,Sri Lanka,19389,Pita,1.13,72,0.14,0.17,57,59
0.14,0.71,63.6,3.7,48.0%,0.77,67.1%,0.82,0.58,81,31,Czech Republic,7450,sneix,0.84,2060,0.10,0.06,1463,1196
0.15,0.82,84.5,3.5,70.0%,1.18,53.5%,0.86,0.7,3,23,Russia,11929,MYR,0.95,71,0.07,0.06,58,50
0.12,0.75,51.7,4.2,32.9%,0.67,57.5%,0.64,0.48,6,25,Sweden,13272,fekkegudN,0.68,153,0.11,0.12,114,73
0.1,0.79,-,-,45.2%,-,-,1.0,0.79,2,-,Korea,10075,Lacio,0.98,39,-,-,31,31
0.19,0.75,86.2,4.5,46.7%,1.10,68.8%,1.03,0.78,3,21,Ukraine,12246,d3NTA,1.08,77,0.05,0.08,58,60
0.08,0.79,63.8,1.6,54.1%,0.76,57.5%,0.73,0.58,6,21,Denmark,16722,Azioom,0.77,146,0.12,0.10,116,85
0.14,0.93,76.2,4.0,41.5%,0.82,54.8%,0.6,0.56,4,22,Hong Kong,15327,KIRI,0.74,73,0.11,0.05,68,41
0.12,0.76,71.4,4.6,38.9%,0.60,67.8%,0.8,0.61,2,-,Saudi Arabia,19587,Madcon,0.87,59,0.10,0.17,45,36
0.17,0.7,79.4,4.9,45.3%,1.04,69.7%,0.96,0.68,55,30,Germany,1648,Julie,0.97,1446,0.08,0.10,1014,977
0.18,0.76,82.8,5.0,43.0%,1.11,69.1%,0.89,0.68,21,25,Sri Lanka,9281,hikkA,0.91,474,0.12,0.12,361,321
0.15,0.72,76.5,4.5,42.0%,1.01,68.0%,0.97,0.69,254,30,Mexico,7862,k1Nky,0.98,6548,0.11,0.09,4685,4526
0.11,0.66,73.4,4.2,55.5%,0.92,70.2%,1.03,0.67,13,18,Israel,20447,HeavyGod,1.03,393,0.10,0.09,258,265
0.13,0.64,77.8,3.2,50.9%,1.06,72.1%,1.13,0.73,737,23,Brazil,11739,shz,1.11,19033,0.11,0.10,12240,13816
0.14,0.67,75.9,3.1,49.4%,1.02,71.4%,1.01,0.68,493,25,United States,9260,vice,1.0,12707,0.11,0.12,8540,8668
0.14,0.63,89.6,3.3,49.5%,1.21,77.7%,1.18,0.75,5,-,Norway,9509,nixxor,1.1,122,0.12,0.06,77,91
0.11,0.4,89.8,5.8,39.3%,1.33,83.5%,2.43,0.98,5,25,Mexico,14555,yoloking,1.5,109,0.13,0.07,44,107
0.07,0.83,51.3,2.9,31.6%,0.52,50.0%,0.5,0.41,2,26,Thailand,12563,mXp,0.58,46,0.07,0.02,38,19
0.12,0.75,56.3,3.5,53.4%,0.89,57.5%,0.7,0.53,7,-,Denmark,15350,Messias,0.77,167,0.10,0.08,126,88
0.15,0.67,59.4,4.0,13.9%,1.00,59.1%,0.82,0.55,3,-,Denmark,10915,Zealous,0.9,66,0.18,0.09,44,36
0.09,0.8,66.2,3.1,48.0%,0.82,59.0%,0.73,0.59,14,27,Philippines,15337,Ryjin,0.8,334,0.11,0.08,268,196
0.08,0.84,51.1,2.7,57.9%,0.59,57.2%,0.57,0.48,7,27,China,16549,SOLOMON,0.65,159,0.06,0.06,133,76
0.2,0.87,-,-,48.6%,-,-,0.9,0.78,2,-,Russia,9981,Lankarti,0.95,45,-,-,39,35
0.17,0.74,75.6,1.6,44.9%,1.13,67.7%,0.91,0.67,5,22,Cambodia,18075,BoyLoy,1.01,133,0.10,0.11,98,89
0.17,0.77,67.8,5.0,37.1%,1.04,56.0%,0.74,0.57,4,23,Germany,20694,jOkeNN,0.84,109,0.09,0.17,84,62
0.15,0.69,-,-,36.2%,-,-,0.89,0.62,36,-,Denmark,541,zeeth,0.89,893,-,-,616,550
0.16,0.76,77.5,7.0,39.5%,1.26,75.0%,0.78,0.59,5,-,China,10172,GRiFFINTKZ,0.81,129,0.21,0.17,98,76
0.16,0.74,61.8,5.6,58.3%,0.87,60.0%,0.65,0.48,2,-,Egypt,11171,MASTERFILTH,0.78,50,0.06,0.08,37,24
0.17,0.68,70.4,6.0,34.0%,0.93,68.0%,0.85,0.58,25,-,Germany,818,beyoNd*,0.87,612,0.05,0.10,418,356
